RECEITAS,UF,VALOR,DATA
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,BA,11932521.98,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,CE,3922096.5,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,DF,469496297.99,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,ES,13462438.06,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,GO,10150323.78,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,MA,486355.34,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,MG,90457848.17,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,MS,4379307.61,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,MT,12615840.88,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,PA,8840583.24,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,PB,1978725.07,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,PE,10710249.23,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,PI,241799.59,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,PR,55806434.67,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,RJ,178647761.3,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,RN,1335525.14,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,RO,5421340.04,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,RR,41943.31,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,RS,103142932.77,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,SC,24937681.59,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,SE,4116704.72,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,SP,2260377525.16,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,TO,239013.28,2017-12-31
IMPOSTO S/ OPERAÇÕES FINANCEIRAS,TOTAL,3275945430.81,2017-12-31
IMPOSTO TERRITORIAL RURAL,AC,83901.16,2017-12-31
IMPOSTO TERRITORIAL RURAL,AL,298279.78,2017-12-31
IMPOSTO TERRITORIAL RURAL,AM,1020468.34,2017-12-31
IMPOSTO TERRITORIAL RURAL,AP,27963.05,2017-12-31
IMPOSTO TERRITORIAL RURAL,BA,2311981.07,2017-12-31
IMPOSTO TERRITORIAL RURAL,CE,224123.36,2017-12-31
IMPOSTO TERRITORIAL RURAL,DF,197357.54,2017-12-31
IMPOSTO TERRITORIAL RURAL,ES,324542.09,2017-12-31
IMPOSTO TERRITORIAL RURAL,GO,10634831.14,2017-12-31
IMPOSTO TERRITORIAL RURAL,MA,454552.37,2017-12-31
IMPOSTO TERRITORIAL RURAL,MG,8383369.75,2017-12-31
IMPOSTO TERRITORIAL RURAL,MS,24382041.65,2017-12-31
IMPOSTO TERRITORIAL RURAL,MT,14333139.32,2017-12-31
IMPOSTO TERRITORIAL RURAL,PA,1360902.9,2017-12-31
IMPOSTO TERRITORIAL RURAL,PB,320775.33,2017-12-31
IMPOSTO TERRITORIAL RURAL,PE,1187600.72,2017-12-31
IMPOSTO TERRITORIAL RURAL,PI,781057.96,2017-12-31
IMPOSTO TERRITORIAL RURAL,PR,8245699.18,2017-12-31
IMPOSTO TERRITORIAL RURAL,RJ,1259719.34,2017-12-31
IMPOSTO TERRITORIAL RURAL,RN,356572.31,2017-12-31
IMPOSTO TERRITORIAL RURAL,RO,299636.3,2017-12-31
IMPOSTO TERRITORIAL RURAL,RR,178232.46,2017-12-31
IMPOSTO TERRITORIAL RURAL,RS,9692196.01,2017-12-31
IMPOSTO TERRITORIAL RURAL,SC,1123325.51,2017-12-31
IMPOSTO TERRITORIAL RURAL,SE,323798.96,2017-12-31
IMPOSTO TERRITORIAL RURAL,SP,15582775.74,2017-12-31
IMPOSTO TERRITORIAL RURAL,TO,1103931.23,2017-12-31
IMPOSTO TERRITORIAL RURAL,TOTAL,104492774.57,2017-12-31
COFINS,AC,10267890.42,2017-12-31
COFINS,AL,52648238.38,2017-12-31
COFINS,AM,367793951.53,2017-12-31
COFINS,AP,23708149.69,2017-12-31
COFINS,BA,469468708.25,2017-12-31
COFINS,CE,311767360.34,2017-12-31
COFINS,DF,835910887.8000001,2017-12-31
COFINS,ES,276655081.13,2017-12-31
COFINS,GO,260917498.67,2017-12-31
COFINS,MA,220866285.22,2017-12-31
COFINS,MG,793934758.06,2017-12-31
COFINS,MS,86766543.76,2017-12-31
COFINS,MT,123665551.98,2017-12-31
COFINS,PA,134196789.96,2017-12-31
COFINS,PB,74793694.78,2017-12-31
COFINS,PE,541929425.89,2017-12-31
COFINS,PI,42173285.18,2017-12-31
COFINS,PR,1065232406.28,2017-12-31
COFINS,RJ,4380289367.54,2017-12-31
COFINS,RN,70477215.76,2017-12-31
COFINS,RO,37349403.66,2017-12-31
COFINS,RR,9090828.73,2017-12-31
COFINS,RS,1034631673.74,2017-12-31
COFINS,SC,881161456.18,2017-12-31
COFINS,SE,43108143.03,2017-12-31
COFINS,SP,8202754698.8,2017-12-31
COFINS,TO,25426618.2,2017-12-31
COFINS,TOTAL,20376985912.960003,2017-12-31
   FINANCEIRAS,AC,4953.21,2017-12-31
   FINANCEIRAS,AL,57055.0,2017-12-31
   FINANCEIRAS,AM,171364.23,2017-12-31
   FINANCEIRAS,AP,31919.06,2017-12-31
   FINANCEIRAS,BA,701633.66,2017-12-31
   FINANCEIRAS,CE,18485311.46,2017-12-31
   FINANCEIRAS,DF,254780207.84,2017-12-31
   FINANCEIRAS,ES,4924575.83,2017-12-31
   FINANCEIRAS,GO,344896.09,2017-12-31
   FINANCEIRAS,MA,24671.68,2017-12-31
   FINANCEIRAS,MG,28508787.77,2017-12-31
   FINANCEIRAS,MS,14647.07,2017-12-31
   FINANCEIRAS,MT,206652.72,2017-12-31
   FINANCEIRAS,PA,10986488.4,2017-12-31
   FINANCEIRAS,PB,31019.6,2017-12-31
   FINANCEIRAS,PE,982512.48,2017-12-31
   FINANCEIRAS,PI,30292.56,2017-12-31
   FINANCEIRAS,PR,9903966.96,2017-12-31
   FINANCEIRAS,RJ,138247889.87,2017-12-31
   FINANCEIRAS,RN,110170.86,2017-12-31
   FINANCEIRAS,RO,97248.95,2017-12-31
   FINANCEIRAS,RR,3685.82,2017-12-31
   FINANCEIRAS,RS,40751269.43,2017-12-31
   FINANCEIRAS,SC,1264356.74,2017-12-31
   FINANCEIRAS,SE,1731479.79,2017-12-31
   FINANCEIRAS,SP,1052197871.51,2017-12-31
   FINANCEIRAS,TO,18312.99,2017-12-31
   FINANCEIRAS,TOTAL,1564613241.58,2017-12-31
   DEMAIS,AC,10262937.209999999,2017-12-31
   DEMAIS,AL,52591183.379999995,2017-12-31
   DEMAIS,AM,367622587.29999995,2017-12-31
   DEMAIS,AP,23676230.63,2017-12-31
   DEMAIS,BA,468767074.59,2017-12-31
   DEMAIS,CE,293282048.88,2017-12-31
   DEMAIS,DF,581130679.96,2017-12-31
   DEMAIS,ES,271730505.3,2017-12-31
   DEMAIS,GO,260572602.58,2017-12-31
   DEMAIS,MA,220841613.54,2017-12-31
   DEMAIS,MG,765425970.29,2017-12-31
   DEMAIS,MS,86751896.69000001,2017-12-31
   DEMAIS,MT,123458899.26,2017-12-31
   DEMAIS,PA,123210301.56,2017-12-31
   DEMAIS,PB,74762675.17999999,2017-12-31
   DEMAIS,PE,540946913.4100001,2017-12-31
   DEMAIS,PI,42142992.62,2017-12-31
   DEMAIS,PR,1055328439.3199999,2017-12-31
   DEMAIS,RJ,4242041477.67,2017-12-31
   DEMAIS,RN,70367044.9,2017-12-31
   DEMAIS,RO,37252154.70999999,2017-12-31
   DEMAIS,RR,9087142.91,2017-12-31
   DEMAIS,RS,993880404.3099998,2017-12-31
   DEMAIS,SC,879897099.4399999,2017-12-31
   DEMAIS,SE,41376663.24,2017-12-31
   DEMAIS,SP,7150556827.29,2017-12-31
   DEMAIS,TO,25408305.209999997,2017-12-31
   DEMAIS,TOTAL,18812372671.379997,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,AC,3702584.5,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,AL,16254063.73,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,AM,90790453.5,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,AP,7801037.63,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,BA,138176685.14,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,CE,90011989.39,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,DF,362014761.65,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,ES,80097093.8,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,GO,79699492.06,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,MA,59794842.92,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,MG,259589474.3,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,MS,29943086.22,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,MT,46037120.19,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,PA,45254056.34,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,PB,23742094.61,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,PE,129830938.25,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,PI,12451192.61,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,PR,279430486.3,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,RJ,1040865196.86,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,RN,25940679.38,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,RO,13985447.33,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,RR,5523950.42,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,RS,277227361.8,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,SC,213362774.45,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,SE,16133666.13,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,SP,1954407731.66,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,TO,11681473.78,2017-12-31
CONTRIBUIÇÃO PARA O PIS/PASEP,TOTAL,5313749734.95,2017-12-31
   FINANCEIRAS,AC,795.8,2017-12-31
   FINANCEIRAS,AL,9539.52,2017-12-31
   FINANCEIRAS,AM,26975.93,2017-12-31
   FINANCEIRAS,AP,5178.62,2017-12-31
   FINANCEIRAS,BA,113493.84,2017-12-31
   FINANCEIRAS,CE,3012128.5,2017-12-31
   FINANCEIRAS,DF,42325619.31,2017-12-31
   FINANCEIRAS,ES,826316.12,2017-12-31
   FINANCEIRAS,GO,55998.58,2017-12-31
   FINANCEIRAS,MA,3916.5,2017-12-31
   FINANCEIRAS,MG,4493579.04,2017-12-31
   FINANCEIRAS,MS,2547.55,2017-12-31
   FINANCEIRAS,MT,34764.94,2017-12-31
   FINANCEIRAS,PA,1790753.85,2017-12-31
   FINANCEIRAS,PB,5236.8,2017-12-31
   FINANCEIRAS,PE,159625.86,2017-12-31
   FINANCEIRAS,PI,5090.12,2017-12-31
   FINANCEIRAS,PR,1612746.5,2017-12-31
   FINANCEIRAS,RJ,22787331.43,2017-12-31
   FINANCEIRAS,RN,19235.42,2017-12-31
   FINANCEIRAS,RO,15585.78,2017-12-31
   FINANCEIRAS,RR,598.94,2017-12-31
   FINANCEIRAS,RS,6912679.44,2017-12-31
   FINANCEIRAS,SC,212843.44,2017-12-31
   FINANCEIRAS,SE,293746.53,2017-12-31
   FINANCEIRAS,SP,165534701.77,2017-12-31
   FINANCEIRAS,TO,3291.66,2017-12-31
   FINANCEIRAS,TOTAL,250264321.79,2017-12-31
   DEMAIS,AC,3701788.7,2017-12-31
   DEMAIS,AL,16244524.21,2017-12-31
   DEMAIS,AM,90763477.57000001,2017-12-31
   DEMAIS,AP,7795859.01,2017-12-31
   DEMAIS,BA,138063191.3,2017-12-31
   DEMAIS,CE,86999860.89,2017-12-31
   DEMAIS,DF,319689142.34,2017-12-31
   DEMAIS,ES,79270777.68000002,2017-12-31
   DEMAIS,GO,79643493.47999999,2017-12-31
   DEMAIS,MA,59790926.42,2017-12-31
   DEMAIS,MG,255095895.26,2017-12-31
   DEMAIS,MS,29940538.669999998,2017-12-31
   DEMAIS,MT,46002355.25,2017-12-31
   DEMAIS,PA,43463302.49,2017-12-31
   DEMAIS,PB,23736857.81,2017-12-31
   DEMAIS,PE,129671312.39,2017-12-31
   DEMAIS,PI,12446102.49,2017-12-31
   DEMAIS,PR,277817739.8,2017-12-31
   DEMAIS,RJ,1018077865.4300001,2017-12-31
   DEMAIS,RN,25921443.96,2017-12-31
   DEMAIS,RO,13969861.549999999,2017-12-31
   DEMAIS,RR,5523351.48,2017-12-31
   DEMAIS,RS,270314682.36,2017-12-31
   DEMAIS,SC,213149931.01,2017-12-31
   DEMAIS,SE,15839919.6,2017-12-31
   DEMAIS,SP,1788873029.89,2017-12-31
   DEMAIS,TO,11678182.12,2017-12-31
   DEMAIS,TOTAL,5063485413.160001,2017-12-31
CSLL,AC,3801989.5,2017-12-31
CSLL,AL,11303107.43,2017-12-31
CSLL,AM,116048506.33,2017-12-31
CSLL,AP,2738801.11,2017-12-31
CSLL,BA,93433335.86,2017-12-31
CSLL,CE,69551681.3,2017-12-31
CSLL,DF,215048073.20000002,2017-12-31
CSLL,ES,55424400.01,2017-12-31
CSLL,GO,66544794.15,2017-12-31
CSLL,MA,27144361.22,2017-12-31
CSLL,MG,210738323.2,2017-12-31
CSLL,MS,22617950.03,2017-12-31
CSLL,MT,37993292.41,2017-12-31
CSLL,PA,47122809.76,2017-12-31
CSLL,PB,26014963.48,2017-12-31
CSLL,PE,84408538.37,2017-12-31
CSLL,PI,14539965.93,2017-12-31
CSLL,PR,225505484.06,2017-12-31
CSLL,RJ,552529322.01,2017-12-31
CSLL,RN,15598680.71,2017-12-31
CSLL,RO,11157470.76,2017-12-31
CSLL,RR,2899769.13,2017-12-31
CSLL,RS,197040600.1,2017-12-31
CSLL,SC,136974899.63,2017-12-31
CSLL,SE,15825257.77,2017-12-31
CSLL,SP,2124831735.72,2017-12-31
CSLL,TO,10032735.59,2017-12-31
CSLL,TOTAL,4396870848.77,2017-12-31
  FINANCEIRAS,AC,258.28,2017-12-31
  FINANCEIRAS,AL,16106.91,2017-12-31
  FINANCEIRAS,AM,144232.6,2017-12-31
  FINANCEIRAS,AP,5371.01,2017-12-31
  FINANCEIRAS,BA,303773.05,2017-12-31
  FINANCEIRAS,CE,3328137.81,2017-12-31
  FINANCEIRAS,DF,48835720.42,2017-12-31
  FINANCEIRAS,ES,1221173.09,2017-12-31
  FINANCEIRAS,GO,281995.4,2017-12-31
  FINANCEIRAS,MA,143.81,2017-12-31
  FINANCEIRAS,MG,6958222.52,2017-12-31
  FINANCEIRAS,MS,78599.24,2017-12-31
  FINANCEIRAS,MT,270255.27,2017-12-31
  FINANCEIRAS,PA,14152466.01,2017-12-31
  FINANCEIRAS,PB,5342.23,2017-12-31
  FINANCEIRAS,PE,3792317.15,2017-12-31
  FINANCEIRAS,PI,1940.42,2017-12-31
  FINANCEIRAS,PR,14438816.1,2017-12-31
  FINANCEIRAS,RJ,136357074.9,2017-12-31
  FINANCEIRAS,RN,9291.17,2017-12-31
  FINANCEIRAS,RO,23965.29,2017-12-31
  FINANCEIRAS,RR,0.0,2017-12-31
  FINANCEIRAS,RS,17390167.11,2017-12-31
  FINANCEIRAS,SC,905791.25,2017-12-31
  FINANCEIRAS,SE,1244783.0,2017-12-31
  FINANCEIRAS,SP,351949164.25,2017-12-31
  FINANCEIRAS,TO,8154.47,2017-12-31
  FINANCEIRAS,TOTAL,601723262.76,2017-12-31
  DEMAIS,AC,3801731.22,2017-12-31
  DEMAIS,AL,11287000.52,2017-12-31
  DEMAIS,AM,115904273.72999999,2017-12-31
  DEMAIS,AP,2733430.1,2017-12-31
  DEMAIS,BA,93129562.81,2017-12-31
  DEMAIS,CE,66223543.49,2017-12-31
  DEMAIS,DF,166212352.78,2017-12-31
  DEMAIS,ES,54203226.919999994,2017-12-31
  DEMAIS,GO,66262798.74999999,2017-12-31
  DEMAIS,MA,27144217.41,2017-12-31
  DEMAIS,MG,203780100.68,2017-12-31
  DEMAIS,MS,22539350.79,2017-12-31
  DEMAIS,MT,37723037.14,2017-12-31
  DEMAIS,PA,32970343.750000004,2017-12-31
  DEMAIS,PB,26009621.25,2017-12-31
  DEMAIS,PE,80616221.22000001,2017-12-31
  DEMAIS,PI,14538025.510000002,2017-12-31
  DEMAIS,PR,211066667.96,2017-12-31
  DEMAIS,RJ,416172247.11,2017-12-31
  DEMAIS,RN,15589389.54,2017-12-31
  DEMAIS,RO,11133505.469999999,2017-12-31
  DEMAIS,RR,2899769.13,2017-12-31
  DEMAIS,RS,179650432.99,2017-12-31
  DEMAIS,SC,136069108.38,2017-12-31
  DEMAIS,SE,14580474.77,2017-12-31
  DEMAIS,SP,1772882571.47,2017-12-31
  DEMAIS,TO,10024581.12,2017-12-31
  DEMAIS,TOTAL,3795147586.01,2017-12-31
CIDE-COMBUSTÍVEIS,AC,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,AL,4628612.79,2017-12-31
CIDE-COMBUSTÍVEIS,AM,6561028.7,2017-12-31
CIDE-COMBUSTÍVEIS,AP,2304100.0,2017-12-31
CIDE-COMBUSTÍVEIS,BA,13894298.25,2017-12-31
CIDE-COMBUSTÍVEIS,CE,1118711.4,2017-12-31
CIDE-COMBUSTÍVEIS,DF,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,ES,40738.5,2017-12-31
CIDE-COMBUSTÍVEIS,GO,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,MA,16238223.3,2017-12-31
CIDE-COMBUSTÍVEIS,MG,250.52,2017-12-31
CIDE-COMBUSTÍVEIS,MS,229566.1,2017-12-31
CIDE-COMBUSTÍVEIS,MT,235552.46,2017-12-31
CIDE-COMBUSTÍVEIS,PA,650000.0,2017-12-31
CIDE-COMBUSTÍVEIS,PB,406854.09,2017-12-31
CIDE-COMBUSTÍVEIS,PE,24696110.13,2017-12-31
CIDE-COMBUSTÍVEIS,PI,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,PR,22335018.1,2017-12-31
CIDE-COMBUSTÍVEIS,RJ,327991562.36,2017-12-31
CIDE-COMBUSTÍVEIS,RN,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,RO,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,RR,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,RS,6607231.11,2017-12-31
CIDE-COMBUSTÍVEIS,SC,40.8,2017-12-31
CIDE-COMBUSTÍVEIS,SE,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,SP,20528669.57,2017-12-31
CIDE-COMBUSTÍVEIS,TO,0.0,2017-12-31
CIDE-COMBUSTÍVEIS,TOTAL,448466568.18000007,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,AC,7040399.41,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,AL,22181650.7,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,AM,28474922.76,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,AP,18393353.67,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,BA,60177684.2,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,CE,45965642.6,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,DF,1538195746.43,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,ES,32854964.32,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,GO,45164461.43,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,MA,35538279.46,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,MG,167471077.59,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,MS,24323718.37,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,MT,39263318.14,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,PA,42848781.35,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,PB,48801878.67,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,PE,70984904.06,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,PI,21393667.6,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,PR,72278218.91,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,RJ,286182909.61,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,RN,37089263.45,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,RO,21273688.06,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,RR,17949799.33,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,RS,115147382.38,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,SC,55421384.06,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,SE,17338272.76,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,SP,138211142.02,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,TO,9997108.33,2017-12-31
CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,TOTAL,3019963619.6699996,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,AC,3966530.1399999997,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,AL,21520424.38,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,AM,35562592.68,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,AP,2407586.31,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,BA,84723022.38000001,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,CE,96278793.64,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,DF,495384555.08,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,ES,45967441.35,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,GO,105282796.86,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,MA,14064806.99,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,MG,148805918.98,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,MS,21191472.450000003,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,MT,24300549.099999998,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,PA,34302599.6,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,PB,17520198.11,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,PE,61270123.11000001,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,PI,12081557.24,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,PR,196373699.79000002,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,RJ,1300144188.07,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,RN,19062571.23,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,RO,9359494.7,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,RR,3232856.7700000005,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,RS,141019657.18,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,SC,134211078.51,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,SE,10425107.71,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,SP,1754502438.94,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,TO,5114900.28,2017-12-31
OUTRAS RECEITAS ADMINISTRADAS,TOTAL,4798076961.579999,2017-12-31
SUBTOTAL [A],AC,46882141.83,2017-12-31
SUBTOTAL [A],AL,205278740.12,2017-12-31
SUBTOTAL [A],AM,967751321.6700001,2017-12-31
SUBTOTAL [A],AP,68977483.31,2017-12-31
SUBTOTAL [A],BA,1483557762.48,2017-12-31
SUBTOTAL [A],CE,981917844.9699999,2017-12-31
SUBTOTAL [A],DF,9255805889.55,2017-12-31
SUBTOTAL [A],ES,998354178.6800001,2017-12-31
SUBTOTAL [A],GO,953204019.5600001,2017-12-31
SUBTOTAL [A],MA,471573555.41999996,2017-12-31
SUBTOTAL [A],MG,3211048065.3199997,2017-12-31
SUBTOTAL [A],MS,334146167.97,2017-12-31
SUBTOTAL [A],MT,460978656.27000004,2017-12-31
SUBTOTAL [A],PA,484719729.37000006,2017-12-31
SUBTOTAL [A],PB,306950111.67,2017-12-31
SUBTOTAL [A],PE,1432332701.1799998,2017-12-31
SUBTOTAL [A],PI,191955759.70000002,2017-12-31
SUBTOTAL [A],PR,3433579834.97,2017-12-31
SUBTOTAL [A],RJ,14006490795.74,2017-12-31
SUBTOTAL [A],RN,261476482.46,2017-12-31
SUBTOTAL [A],RO,150099855.44,2017-12-31
SUBTOTAL [A],RR,54083121.33,2017-12-31
SUBTOTAL [A],RS,3428790268.79,2017-12-31
SUBTOTAL [A],SC,2719674402.2599998,2017-12-31
SUBTOTAL [A],SE,183013818.76999998,2017-12-31
SUBTOTAL [A],SP,38171912297.17,2017-12-31
SUBTOTAL [A],TO,97864139.51,2017-12-31
SUBTOTAL [A],TOTAL,84362419145.51,2017-12-31
RECEITA PREVIDENCIÁRIA [B],AC,98401821.44768502,2017-12-31
RECEITA PREVIDENCIÁRIA [B],AL,263749478.10631868,2017-12-31
RECEITA PREVIDENCIÁRIA [B],AM,327614959.74761117,2017-12-31
RECEITA PREVIDENCIÁRIA [B],AP,55187837.124144696,2017-12-31
RECEITA PREVIDENCIÁRIA [B],BA,1433363872.5147967,2017-12-31
RECEITA PREVIDENCIÁRIA [B],CE,984732568.2531654,2017-12-31
RECEITA PREVIDENCIÁRIA [B],DF,2661320702.519102,2017-12-31
RECEITA PREVIDENCIÁRIA [B],ES,708938560.0426956,2017-12-31
RECEITA PREVIDENCIÁRIA [B],GO,729902038.2456828,2017-12-31
RECEITA PREVIDENCIÁRIA [B],MA,348886443.35631704,2017-12-31
RECEITA PREVIDENCIÁRIA [B],MG,3690300268.066591,2017-12-31
RECEITA PREVIDENCIÁRIA [B],MS,392767233.67283994,2017-12-31
RECEITA PREVIDENCIÁRIA [B],MT,454340172.589345,2017-12-31
RECEITA PREVIDENCIÁRIA [B],PA,599485749.644448,2017-12-31
RECEITA PREVIDENCIÁRIA [B],PB,372466153.8326226,2017-12-31
RECEITA PREVIDENCIÁRIA [B],PE,1003604908.7440202,2017-12-31
RECEITA PREVIDENCIÁRIA [B],PI,216543181.30764347,2017-12-31
RECEITA PREVIDENCIÁRIA [B],PR,2899865797.428064,2017-12-31
RECEITA PREVIDENCIÁRIA [B],RJ,5830331351.553885,2017-12-31
RECEITA PREVIDENCIÁRIA [B],RN,308473937.92373466,2017-12-31
RECEITA PREVIDENCIÁRIA [B],RO,149419918.8125174,2017-12-31
RECEITA PREVIDENCIÁRIA [B],RR,82770013.37028687,2017-12-31
RECEITA PREVIDENCIÁRIA [B],RS,3264492062.173836,2017-12-31
RECEITA PREVIDENCIÁRIA [B],SC,2115833797.1752706,2017-12-31
RECEITA PREVIDENCIÁRIA [B],SE,266325890.97804466,2017-12-31
